ITEM,AIN,MIN BID,IMP,NSB#,LEGAL DESCRIPTION,LOCATION,PROPERTY ADDRESS,clean_address,Latitude,Longitude
1643,2706-024-052,"$57,947",Y,539,*TR=30286 CONDOMINIUM*UNIT 30,CITY-LOS ANGELES,"10444 CANOGA AVE NO 30 LOS ANGELES CA 91311
2224",10444 CANOGA AVE NO 30 LOS ANGELES CA 91311,,
1644,2729-010-019,"$85,034",Y,536,TRACT # 17404 LOT 19,CITY-LOS ANGELES,18765 TUBA ST LOS ANGELES CA 91324 1336,18765 TUBA ST LOS ANGELES CA 91324,34.2560747,-118.5426653
1645,2731-029-015,"$33,430",Y,533,*TR=33281 CONDOMINIUM*UNIT 308,CITY-LOS ANGELES,"18211 ANDREA CIR N UNIT 2 LOS ANGELES CA 91325
1184",18211 ANDREA CIR N UNIT 2 LOS ANGELES CA 91325,,
1647,2748-012-041,"$72,509",Y,539,TRACT # 23417 LOT 112,CITY-LOS ANGELES,9611 DELCO AVE LOS ANGELES CA 91311 5320,9611 DELCO AVE LOS ANGELES CA 91311,34.2448328,-118.5788683
1650,2770-015-003,"$36,484",Y,536,ZELZAH W 50 FT (EX OF ST) OF LOT 1,CITY-LOS ANGELES,18544 RAYEN ST LOS ANGELES CA 91324 4029,18544 RAYEN ST LOS ANGELES CA 91324,34.2317806,-118.5377044
1651,2779-023-018,"$5,235",Y,539,TRACT # 22783 LOT 32,CITY-LOS ANGELES,21813 BRYANT ST LOS ANGELES CA 91304 2513,21813 BRYANT ST LOS ANGELES CA 91304,,
1653,2803-042-071,"$29,487",Y,525,TR=40583 LOT 1 CONDO UNIT 71,CITY-SANTA CLARI,18830 MANDAN ST 106 SANTA CLARITA 91351 3768,18830 MANDAN ST 106 SANTA CLARITA 91351,,
1656,2812-004-003,"$27,255",,525,2.5 ACS S 1/2 OF N 1/2 OF NW 1/4 OF NW 1/4 OF SW 1/4 OF SEC 4 T 4N R 15W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1657,2819-004-025,"$2,926",,539,LS 24-14 EX OF ST LOT 560,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1658,2821-002-023,"$97,859",,536,SW 1/4 OF SE 1/4 OF SEC 25 T3N R17W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1659,2821-014-038,"$76,451",Y,536,"LOT COM W 698.10 FT FROM NE COR OF SW 1/4 OF SEC 1 T 2N R 17W TH S
13¢25'54"" E 104 FT TH S 64¢31'54"" E 84.5 FT TH S 302 FT TH W 396 FT TH N 440 FT TH
E 291.9 FT TO BEG PART OF SW 1/4 OF SEC 1 T 2N R 17W",COUNTY OF LOS ANGELES,"22575 FERN ANN FALLS RD CHATSWORTH CA 91311
1202",22575 FERN ANN FALLS RD CHATSWORTH CA 91311,,
1660,2821-017-050,"$2,528",,536,S 40 FT OF N 480 FT OF W 50 FT OF E 275 FT OF LOT 5 IN SEC 6 T 2N R 16W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1662,2821-025-088,"$80,560",,536,"TR=42353 RIDING,HIKING AND EQUESTRIAN IN AND LOT 49",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1663,2825-001-027,"$3,542",,522,"TRACT NO 2703 LOT COM AT INTERSECTION OF SW LINE OF LOT 46 WITH S LINE OF
NEW- HALL LTG DIST AS IT EXISTED IN 1965 TH E ON SD S LINE TO A LINE
PARALLEL WITH AND DIST NE AT R/A 30 FT FROM SD SW LINE TH NW ON SD
PARALLEL LINE TO E LINE OF WILEY CANYON RD TH S AND FOLLOWING SD RD TO
SD SW LINE TH SE THEREON TO BEG PART OF LOT 46",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1664,2825-019-011,"$4,824",Y,522,TRACT NO 29623 LOT 47,CITY-SANTA CLARI,24409 LISA KELTON PL SANTA CLARITA 91321 2341,24409 LISA KELTON PL SANTA CLARITA 91321,34.3747457,-118.5604934
1665,2826-014-062,"$2,687",,525,10 ACS SW 1/4 OF NE 1/4 OF SW 1/4 OF SEC 12 T 3N R 17W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1666,2826-018-044,"$2,777",,525,N 0.16 ACS OF S 0.41 ACS OF W 3.77 ACS OF LOT 4 IN SEC 18 T 3N R 16W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1667,2827-036-001,"$3,974",,536,10 ACS SE 1/4 OF NE 1/4 OF NW 1/4 OF SEC 14 T 3N R 16W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1668,2829-026-016,"$1,954",,522,LICENSED SURVEYOR'S MAP AS PER BK 25 PG 30 TO 32 OF L S LOT 629,CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1669,2830-029-026,"$92,262",Y,522,"TRACT NO 1437 LOT COM N ON E LINE OF TRACT NO 25339,204 FT FROM SE COR
OF LOT 12 SD TRACT TH N ON SD E LINE 60 FT TH N 85¢30' E 155 FT TH S 4¢30' E 40
FT TH S 85¢30' W 25 FT TH S 4¢30' E 20 FT TH S 85¢30' W 130 FT TO BEG PART OF
LOT 16",CITY-SANTA CLARI,23428 HAPPY VALLEY DR SANTA CLARITA 91321 2510,23428 HAPPY VALLEY DR SANTA CLARITA 91321,,
1670,2833-021-060,"$2,095",,522,TRACT # 10699 LOT 23,CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1671,2833-027-028,"$2,573",,522,"0.30 AC COM W 1056 FT AND S 1023 FT FROM NE COR OF SEC 31 T 4N R 15W TH S
33 FT TH W 132 FT TH S 66 FT TH W 66 FT TH N 132 FT TH E 66 FT TH S 33 FT TH E
132 FT TO BEG PART OF N 1/2 OF NE 1/4 OF SEC 31 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1672,2833-029-020,"$2,534",,522,"0.10 AC COM W 1782 FT AND S 330 FT FROM NE COR OF SEC 31 T 4N R 15W TH S 33
FT WITH A UNIFORM DEPTH OF 132 FT W PART OF N 1/2 OF NE 1/4 OF SEC 31 T 4N
R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1673,2833-029-027,"$2,503",,522,"LOT COM W 1254 FT FROM NE COR OF SEC 31 T 4N R 15W TH W 66 FT WITH A
UNIFORM DEPTH OF 330 FT S PART OF N 1/2 OF NE 1/4 OF SEC 31 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1674,2833-029-030,"$3,238",,522,"LOT COM W 1320 FT AND S 330 FT FROM NE COR OF SEC 31 T 4N R 15W TH W 132
FT WITH A UNIFORM DEPTH OF 330 FT S PART OF N 1/2 OF NE 1/4 OF SEC 31 T 4N R
15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1675,2833-030-046,"$2,399",,522,"0.10 AC COM W 1221 FT FROM NE COR OF SEC 31 T 4N R 15W TH W 33 FT WITH A
UNIFORM DEPTH OF 132 FT S PART OF N 1/2 OF NE 1/4 OF SEC 31 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1676,2840-009-047,"$27,389",Y,536,"LOT (EX OF ST) COM NE ON C/L OF LOST CANYON RD (PER C S 8794) 798 FT FROM
N AND S C/L OF SEC 23 T 4N R 15W TH NE ON C/L OF SD RD TO A PT SW THEREON
909 FT FROM MOST W COR OF LAND DESC IN OR 39542-404 TO FRANKLIN E MILLER
TH SE TO A PT IN NW LINE OF 200 FT MAIN- LINE R/W OF SPRR, SW THEREON 985
FT FROM MOST S COR OF SD LAND TH SW ON SD NW LINE TO A PT NE THEREON
917 FT FROM C/L OF SAND CANYON RD TH NW TO BEG PART OF NE 1/4 OF SEC 23
T 4N R 15W",CITY-SANTA CLARI,16412 LOST CANYON RD SANTA CLARITA 91387 2120,16412 LOST CANYON RD SANTA CLARITA 91387,34.4209852,-118.4211173
1677,2841-004-058,"$4,545",,536,"0.19 MORE OR LESS AC S 60 FT OF N 1470 FT 1470 FT OF W 140 FT OF E 1320 FT OF
E 1/2 OF NE 1/4 OF SEC 26 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1678,2841-004-059,"$20,142",,536,"0.50 MORE OR LESS AC COM W 1100 FT AND S 1410 FT FROM NE COR OF SEC 26 T
4N R 15W TH S 230 FT TH W 80 FT TH N 40 FT TH E 10 FT TH N 70 FT TH W 10 FT TH
N 30 FT TH W 140 FT TH N 30 FT TH E 140 FT TH N 60 FT TH E 80 FT TO BEG POR OF
NE 1/4 OF SEC 26 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1679,2841-004-060,"$4,345",,536,S 30 FT OF N 210 FT OF W 140 FT OF E 1320 FT OF NE 1/4 OF SEC 26 T 4N R 15W,CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1680,2841-004-061,"$11,689",,536,"0.26 MORE OR LESS AC COM S 210 FT FROM NW COR OF SE 1/4 OF NE 1/4 OF SEC
26 T 4N R 15W TH E 80 FT TH S 70 FT TH E 60 FT TH S 40 FT TH W 140 FT TH N 110 FT
TO BEG POR OF SE 1/4 OF NE 1/4 OF SEC 26 T 4N R 15W",CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1681,2844-006-032,"$7,291",,525,ROR OF E 1/2 OF W 20 ACS OF NW 1/4 OF NW 1/4 OF SEC 22 T4N R15W,CITY-SANTA CLARI,VACANT LOT,VACANT LOT,,
1682,2844-031-057,"$23,603",Y,525,TR=33934 LOT 2 CONDOMINIUM*UNIT 54,CITY-SANTA CLARI,"27646 NUGGET DR UNIT 1 SANTA CLARITA 91387
4233",27646 NUGGET DR UNIT 1 SANTA CLARITA 91387,,
1687,2845-009-022,"$3,829",,536,LICENSED SURVEYORS MAP AS PER BK 18 PG 21-22 OF L S LOT 357,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1688,2845-017-020,"$2,823",,536,LICENSED SURVEYORS MAP AS PER BK 18 PG 21-22 OF L S LOT 468,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1689,2845-031-015,"$4,216",,536,LICENSED SURVEYORS MAP AS PER BK 18 PG 19-20 OF L S LOT 316,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1690,2846-001-016,"$27,709",,536,E 1/2 OF SE 1/4 OF NE 1/4 OF SE 1/4 OF SEC 36 T 3N R 15W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1691,2846-020-013,"$4,095",,536,LICENSED SURVEYOR'S MAP AS PER BK 16 PG 4-5 OF L S LOT 369,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1692,2846-022-013,"$8,151",,536,LICENSED SURVEYOR'S MAP AS PER BK 16 PG 4-5 OF L S LOT 222,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1693,2846-022-029,"$5,110",,536,LICENSED SURVEYOR'S MAP AS PER BK 16 PG 4-5 OF L S LOT 238,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1694,2854-014-039,"$7,898",Y,525,TRACT NO 26023 LOT 139,CITY-SANTA CLARI,"29629 WISTARIA VALLEY RD SANTA CLARITA 91387
1939",29629 WISTARIA VALLEY RD SANTA CLARITA 91387,34.4448256,-118.3951435
1695,2854-018-003,"$3,323",Y,525,TRACT NO 26023 LOT 107,CITY-SANTA CLARI,"29901 GRANDIFLORAS RD SANTA CLARITA 91387
1504",29901 GRANDIFLORAS RD SANTA CLARITA 91387,34.449091,-118.394925
1696,2858-018-045,"$40,675",Y,525,*TR=41416 LOT 2,CITY-SANTA CLARI,25864 TOURNAMENT RD SANTA CLARITA 91355 2339,25864 TOURNAMENT RD SANTA CLARITA 91355,34.390972,-118.5616888
1698,2864-008-011,"$23,583",Y,525,TRACT NO 27561 CONDOMINIUM UNITS 13 AND 313,CITY-SANTA CLARI,"19236 AVENUE OF THE OAKS UNIT B SANTA CLARITA
91321 1495",19236 AVENUE OF THE OAKS UNIT B SANTA CLARITA 91321,,
1699,2864-008-057,"$47,169",Y,525,TRACT NO 27561 CONDOMINIUM UNITS 59 AND 380,CITY-SANTA CLARI,"19208 AVENUE OF THE OAKS UNIT M SANTA CLARITA
91321 4885",19208 AVENUE OF THE OAKS UNIT M SANTA CLARITA 91321,,
1700,3001-002-077,"$5,033",,522,FOR DESC SEE ASSESSOR'S MAPS POR OF SEC 13 T 6N R 13W,CITY-PALMDALE,"VAC/VIC AVE P/VIC 50TH STW ANAVERDE CA 91350
0000",VAC/VIC AVE P/VIC 50TH STW ANAVERDE CA 91350,,
1701,3001-012-025,"$52,897",Y,522,RECORD OF SURVEY AS PER BK 71 PG 38 TO 41 OF R S S 1/2 OF LOT 20,COUNTY OF LOS ANGELES,2715 W AVENUE N4 PALMDALE CA 93551 2446,2715 W AVENUE N4 PALMDALE CA 93551,,
1702,3003-002-079,"$6,850",,522,PM 246-51-54 LOT 2,CITY PALMDALE,"VAC/VIC AVE P8/TRADE CTR DR PALMDALE CA 93551
0000",VAC/VIC AVE P8/TRADE CTR DR PALMDALE CA 93551,,
1704,3003-013-016,"$8,959",Y,522,TRACT # 19763 LOT 16,COUNTY OF LOS ANGELES,38904 JUNIPER TREE RD PALMDALE CA 93551 3832,38904 JUNIPER TREE RD PALMDALE CA 93551,,
1705,3003-026-011,"$3,443",Y,522,TRACT # 20398 LOT 41,COUNTY OF LOS ANGELES,38932 FOXHOLM DR PALMDALE CA 93551 3907,38932 FOXHOLM DR PALMDALE CA 93551,34.595079,-118.1514985
1706,3004-005-006,"$49,475",Y,522,TRACT # 20196 LOT 24,COUNTY OF LOS ANGELES,38750 SAGE TREE ST PALMDALE CA 93551 4312,38750 SAGE TREE ST PALMDALE CA 93551,,
1707,3004-015-005,"$6,042",,522,NE 1/4 OF SW 1/4 OF NW 1/4 (EX OF ST) OF SEC 34 T 6N R 12W,CITY-PALMDALE,"VAC/AVE R5/VIC TIERRA SUBIDA AVE PALMDALE CA
93550 0000",VAC/AVE R5/VIC TIERRA SUBIDA AVE PALMDALE CA 93550,,
1708,3005-001-001,"$43,751",,522,"THAT PART EX OF ST S OF LAND DESC IN DOC # 3553 3-29-57 TO U S GOVT OF W
1/2 OF NW 1/4 OF SEC 10 T 6N R 12W",CITY PALMDALE,VAC/10TH STW/VIC AVE N PALMDALE CA 93550 0000,VAC/10TH STW/VIC AVE N PALMDALE CA 93550,,
1709,3005-002-003,"$13,658",,522,S 1/2 OF N 1/2 OF SW 1/4 OF SW 1/4 EX OF ST OF SEC 10 T 6N R 12W,CITY PALMDALE,VAC/10TH STW/VIC AVE O PALMDALE CA 93550 0000,VAC/10TH STW/VIC AVE O PALMDALE CA 93550,,
1710,3005-002-120,"$14,255",,522,N 1/2 OF SE 1/4 OF SE 1/4 OF SE 1/4 OF SEC 10 T 6N R 12W,CITY PALMDALE,"VAC/DIVISION ST/VIC AVE O PALMDALE CA 93550
0000",VAC/DIVISION ST/VIC AVE O PALMDALE CA 93550,,
1711,3006-004-052,"$91,564",,536,TR=7670 (EX OF STS) LOT 25,CITY-PALMDALE ME,"VAC/SIERRA HWY/VIC AVE P5 PALMDALE CA 93550
0000",VAC/SIERRA HWY/VIC AVE P5 PALMDALE CA 93550,,
1712,3008-024-034,"$528,634",Y,536,"TR=18623 LOTS 11,12 AND 13",CITY-PALMDALE,217 E PALMDALE BLVD PALMDALE CA 93550 4514,217 E PALMDALE BLVD PALMDALE CA 93550,34.5799006,-118.1242995
1714,3008-040-016,"$29,003",Y,536,"TOWN AND SUBURBS OF PALMDALE LOT COM AT 1NTERSECT1ON OF E L1NE OF
9TH ST E W1TH S L1NE OF LOT 28 TH N 75 FT W1TH A UN1FORM DEPTH OF 329 FT
E PART OF LOT 28",CITY-PALMDALE,38652 9TH ST E PALMDALE CA 93550 3815,38652 9TH ST E PALMDALE CA 93550,34.5846923,-118.1142758
1715,3009-008-006,"$14,627",Y,536,"TOWN AND SUBURBS OF PALMDALE LOT COM AT INTERSECTION OF W LINE OF
6TH ST E WITH A LINE PARALLEL WITH AND DIST S AT R/A 100 FT FROM N LINE OF
LOT 53 TH S ON SD W LINE TO A LINE PARALLEL WITH AND DIST S AT R/A 165 FT
FROM SD N LINE TH W THEREON TO A LINE PARALLEL WITH AND DIST W AT R/A
250 FT FROM SD W LINE TH N THEREON TO A PT W PARALLEL WITH SD N LINE
FROM BEG TH E TO BEG PART OF LOT 53",CITY-PALMDALE,38325 E 6TH ST PALMDALE CA 93550 0000,38325 E 6TH ST PALMDALE CA 93550,34.5773624,-118.117963
1716,3009-009-009,"$8,465",,536,"TOWN AND SUBURBS OF PALMDALE LOT COM AT 1NTERSECT1ON OF W L1NE OF
6TH ST EAST W1TH S L1NE OF LOT 52 TH W 15O FT TH N 68.27 FT TH E 141.5 FT TH
S ON W L1NE OF SD ST 68.8O FT TO BEG PART OF LOT 52",CITY-PALMDALE,38273 6TH ST E PALMDALE CA 93550 4634,38273 6TH ST E PALMDALE CA 93550,34.5764141,-118.1178112
1717,3010-026-008,"$12,335",,536,"SUB OF N 1/2 OF SEC 35 T 6N R 12W LOT COM AT INTERSECTION OF N LINE OF LOT
6 WITH W LINE OF SIERRA HWY TH W ON SD N LINE TO A LINE PARALLEL WITH
AND DIST E AT R/A 50 FT FROM W LINE OF SD LOT TH S ON SD PARALLEL LINE TO A
PT N 133.99 FT AND N 59¢32'32"" W 686.11 FT AND N 56¢32'07"" W 296.44 FT AND NW
ON ON CURVE CONCAVE TO NE (R=905.04 FT) FROM E 1/4 COR OF SEC 35 T 6N R
12W TH SE ON A CURVE CONCAVE TO NE (R=905.04 FT) TO SD W LINE TH N
THEREON TO BEG PART OF LOT 6",CITY-PALMDALE,"VAC/SIERRA HWY/VIC AVE R8 PALMDALE CA 93550
0000",VAC/SIERRA HWY/VIC AVE R8 PALMDALE CA 93550,,
1718,3012-017-003,"$17,360",Y,536,TRACT NO 17369 LOT 53,CITY-PALMDALE ME,37839 MELTON AVE PALMDALE CA 93550 5405,37839 MELTON AVE PALMDALE CA 93550,34.5700972,-118.1011083
1719,3012-025-002,"$11,135",,536,"FOR DESC SEE ASSESSOR'S MAPS*POR OF W 1/2 OF NW 1/4 OF SW 1/4 SEC 36 T6N
R12W",CITY-PALMDALE,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550 0000,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550,,
1720,3012-025-019,"$12,805",,536,"FOR DESC SEE ASSESSOR'S MAPS*POR OF W 1/2 OF NW 1/4 OF SW 1/4 SEC 36 T6N
R12W",CITY-PALMDALE,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550 0000,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550,,
1721,3012-025-026,"$10,575",,536,"FOR DESC SEE ASSESSOR'S MAPS POR W 1/2 OF NW 1/4 OF SW 1/4 SEC 36 T6N
R12W",CITY-PALMDALE,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550 0000,VAC/10TH STE/VIC AVE R8 PALMDALE CA 93550,,
1723,3012-036-017,"$3,229",Y,536,TR=43826 LOT 17,CITY PALMDALE,37327 HAMPSHIRE ST PALMDALE CA 93550 6957,37327 HAMPSHIRE ST PALMDALE CA 93550,,
1724,3015-009-020,"$9,873",,536,"TRACT NO 7682 1 AC COM S 89 DEG 38 M1N W 492.48 FT FROM NE COR OF LOT 24
TH S 89 DEG 38 M1N W 117.6O FT TH S O DEG 41 M1N O2 SEC W TO A PT S O DEG
46 M1N 19 SEC E 369.94 FT AND S 89 DEG 37 M1N W FROM SD NE COR TH N 89 DEG
37 M1N E 117.69 FT TH N TO BEG PART OF LOTS 24 AND LOT 25",CITY-PALMDALE,VAC/VIC 13TH STE/AVE Q5 PALMDALE CA 93550 0000,VAC/VIC 13TH STE/AVE Q5 PALMDALE CA 93550,,
1725,3015-009-021,"$10,664",,536,"TRACT # 7682 LOT COM S 89¢38' W 83.61 FT FROM NE COR OF LOT 25 TH S 89¢38' W
TO E LINE OF LAND DESC IN DOC # 688 6-24-57 TO CHAS E WOODS TH S THEREON
TO SE COR OF SD LAND TH N 89¢37' E TO A PT S 0¢41'02"" W FROM BEG TH N
0¢41'02"" E TO BEG PART OF LOT 25",CITY-PALMDALE,VAC/13TH STE/VIC AVE Q5 PALMDALE CA 93550 0000,VAC/13TH STE/VIC AVE Q5 PALMDALE CA 93550,,
1726,3015-009-022,"$20,300",,536,"TRACT # 7682 LOT COM AT NW COR OF LOT 25 TH S 0¢41'02"" W 370.19 FT TH N
89¢37' E TO E LINE OF W 1/2 OF SD LOT TH N THEREON TO N LINE OF SD LOT TH S
89¢38' W TO BEG PART OF LOT 25",CITY-PALMDALE,VAC/VIC AVE Q5/13TH STE PALMDALE CA 93550 0000,VAC/VIC AVE Q5/13TH STE PALMDALE CA 93550,,
1729,3019-004-022,"$8,762",,536,"*TR=FINK'S ADD TO PALMDALE*VAC ST ADJ ON W AND 1/2 VAC ALLEY ADJ ON E
AND LOT 6 BLK N",CITY-PALMDALE,VAC/26TH STE/VIC AVE R6 PALMDALE CA 93550 0000,VAC/26TH STE/VIC AVE R6 PALMDALE CA 93550,,
1730,3019-005-025,"$16,148",,536,"*TR=FINK'S ADD TO PALMDALE*VAC ST ADJ ON E AND THAT POR (EX OF ST) N OF A
LINE PARALLEL WITH AND DIST N AT R/A 300.25 FT FROM S LINE OF LOT L",CITY-PALMDALE,"VAC/COR 25TH STE/AVE R6 PALMDALE CA 93550
0000",VAC/COR 25TH STE/AVE R6 PALMDALE CA 93550,,
1731,3019-005-072,"$7,362",,536,"*TR=FINK'S ADD TO PALMDALE*VAC ST ADJ ON E AND 1/2 VAC ALLEY ADJ ON W
AND LOT 5 BLK M",CITY-PALMDALE,VAC/26TH STE/VIC AVE R6 PALMDALE CA 93550 0000,VAC/26TH STE/VIC AVE R6 PALMDALE CA 93550,,
1732,3019-008-017,"$3,878",,536,A PORT1ON OF PALMDALE COLONY LANDS T 6N R 11W LOT 17 BLK B,CITY-PALMDALE,"VAC/28TH STE/VIC AVE R10 PALMDALE CA 93550
0000",VAC/28TH STE/VIC AVE R10 PALMDALE CA 93550,,
1733,3019-008-022,"$3,412",,536,A PORT1ON OF PALMDALE COLONY LANDS T 6N R 11W LOT 22 BLK B,CITY-PALMDALE,"VAC/27TH STE/VIC AVE R10 PALMDALE CA 93550
0000",VAC/27TH STE/VIC AVE R10 PALMDALE CA 93550,,
1734,3019-037-136,"$4,184",Y,536,TR=36986 LOT 44,CITY-PALMDALE,37715 HARVEY ST PALMDALE CA 93550 5498,37715 HARVEY ST PALMDALE CA 93550,34.5678156,-118.0913504
1735,3022-002-012,"$12,367",,536,"TRACT # 7670 LOT EX OF ST COM AT SE COR OF LOT 62 TH N 0¢42'55"" E 152.85 FT
TH N 87¢56'20"" W TO W LINE OF SD LOT TH S 0¢ 42'55"" W 172.85 FT TH S 89¢43'45"" E
640 FT TO BEG PART OF LOT 62",CITY-PALMDALE,"VAC/10TH STE/VIC AVE P4 PALMADALE CA 93550
0000",VAC/10TH STE/VIC AVE P4 PALMADALE CA 93550,,
1736,3022-002-013,"$8,630",,536,TRACT # 7670 N 138.2 FT EX OF ST OF LOT 63,CITY-PALMDALE,VAC/10TH STE/VIC AVE P4 PALMDALE CA 93550 0000,VAC/10TH STE/VIC AVE P4 PALMDALE CA 93550,,
1737,3023-005-089,"$31,421",Y,522,TR=44897 LOT 30,CITY-PALMDALE,37717 49TH ST E PALMDALE CA 93552 3795,37717 49TH ST E PALMDALE CA 93552,34.5660087,-118.0421071
1738,3023-010-003,"$16,448",Y,522,TRACT # 18000 LOT 39,CITY-PALMDALE,37220 MAHONIA AVE PALMDALE CA 93552 4539,37220 MAHONIA AVE PALMDALE CA 93552,34.5584718,-118.0395889
1739,3023-012-022,"$1,697",Y,522,TRACT # 18000 LOT 126,CITY-PALMDALE,37329 52ND ST E PALMDALE CA 93552 4532,37329 52ND ST E PALMDALE CA 93552,34.5600657,-118.0366133
1740,3024-002-028,"$5,101",,522,SW1/4 OF NW1/4 OF NE1/4 OF SE1/4 OF SEC 25 T 6N R 11W,CITY-PALMDALE,"VAC/PALMDALE BL/VIC80TH STE(DRT) PEARLAND CA
93553 0000",VAC/PALMDALE BL/VIC80TH STE(DRT) PEARLAND CA 93553,,
1741,3024-002-046,"$7,777",,522,E 1/2 OF SE 1/4 OF SW 1/4 OF SE 1/4 OF SE 1/4 OF SEC 25 T 6N R 11W,CITY-PALMDALE,"VAC/AVE R/VIC 80TH STE (DRT) PEARLAND CA 93553
0000",VAC/AVE R/VIC 80TH STE (DRT) PEARLAND CA 93553,,
1742,3024-004-031,"$3,540",,522,E 1/2 OF SW 1/4 OF NE 1/4 OF NE 1/4 OF SW 1/4 OF SEC 25 T 6N R 11W,CITY-PALMDALE,"VAC/VIC PALMDALE BL/VIC 75TH STE PEARLAND CA
93553 0000",VAC/VIC PALMDALE BL/VIC 75TH STE PEARLAND CA 93553,,
1743,3024-004-043,"$3,207",,522,N 1/2 OF NE 1/4 OF SW 1/4 OF NW 1/4 OF SW 1/4 OF SEC 25 T 6N R 11W,CITY-PALMDALE,"VAC/VIC 70TH STE(DRT)/PALMDALE PEARLAND CA
93553 0000",VAC/VIC 70TH STE(DRT)/PALMDALE PEARLAND CA 93553,,
1744,3027-001-050,"$2,115",,522,"WATER DISTRIBUTION SYSTEM IMPS EXCEPTED PURSUANT TO R AND T SEC
2189.6 THAT PART OUTSIDE CO LTG MAINT DIST NO 10013 OF LOT COM AT NW COR
OF E 1/2 OF W 1/2 OF SE 1/4 OF NW 1/4 OF SEC 28 T 6N R 10W TH E TO NE COR OF
SD E 1/2 OF W 1/2 OF SE 1/4 OF NW 1/4 TH S 899.58 FT TH W 100 FT TH S TO N LINE
OF PALMDALE BLVD TH W ON SD N LINE TO A PT E THERE- ON 130 FT FROM W
LINE OF SD E 1/2 OF W 1/2 OF SE 1/4 OF NW 1/4 TH N 290 FT TH W 130 FT TH N TO
BEG PART OF W 1/2 OF SE 1/4 OF NW 1/4 OF SEC 28 T 6N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC PALMDALE BL/102ND STE SUN VILLAGE CA
93543 0000",VAC/VIC PALMDALE BL/102ND STE SUN VILLAGE CA 93543,,
1745,3027-006-021,"$7,756",,522,*TR=RECORD OF SURVEY AS PER BK 61 P 7 OF R S*(EX OF ST) LOT 37,COUNTY OF LOS ANGELES,"VAC/AVE Q2(DRT)/VIC 100TH STE SUN VILLAGE CA
93543 0000",VAC/AVE Q2(DRT)/VIC 100TH STE SUN VILLAGE CA 93543,,
1746,3027-007-006,"$5,854",,522,RECORD OF SURVEY AS PER BK 61 PG 7 OF R S LOT 6,COUNTY OF LOS ANGELES,"VAC/AVE Q(DRT)/VIC 97TH STE SUN VILLAGE CA
93543 0000",VAC/AVE Q(DRT)/VIC 97TH STE SUN VILLAGE CA 93543,,
1747,3027-007-021,"$26,907",Y,522,*TR=RECORD OF SURVEY AS PER BK 61 PG 7 OF R S*(EX OF ST) LOT 28,COUNTY OF LOS ANGELES,9737 E AVENUE Q2 PALMDALE CA 93591 2220,9737 E AVENUE Q2 PALMDALE CA 93591,,
1748,3027-007-023,"$8,046",,522,*TR=RECORD OF SURVEY AS PER BK 61 PG 7 OF R S*(EX OF ST) LOT 30,COUNTY OF LOS ANGELES,"VAC/AVE Q2(DRT)/VIC 97TH STE SUN VILLAGE CA
93543 0000",VAC/AVE Q2(DRT)/VIC 97TH STE SUN VILLAGE CA 93543,,
